year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2013,1,EV,ExpressJet Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",219.0,72.0,23.9,0.0,19.04,0.0,29.06,6.0,0.0,3954.0,1339.0,0.0,817.0,0.0,1798.0
2010,8,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",2181.0,385.0,116.32,12.53,68.53,1.17,186.45,0.0,2.0,17155.0,4505.0,610.0,2461.0,28.0,9551.0
2014,11,AA,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",62.0,21.0,6.54,0.32,3.06,0.0,11.08,0.0,0.0,1396.0,231.0,31.0,216.0,0.0,918.0
2006,8,OO,SkyWest Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",246.0,50.0,24.0,3.0,0.0,0.0,23.0,7.0,1.0,2579.0,1042.0,319.0,0.0,0.0,1218.0
2010,5,9E,Pinnacle Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",82.0,10.0,4.0,2.0,1.0,0.0,3.0,3.0,0.0,635.0,213.0,77.0,20.0,0.0,325.0
2010,9,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",855.0,155.0,53.67,1.69,55.21,0.0,44.42,10.0,2.0,7343.0,2597.0,76.0,1637.0,0.0,3033.0
2011,8,FL,AirTran Airways Corporation,AVL,"Asheville, NC: Asheville Regional",35.0,2.0,0.0,0.84,0.39,0.0,0.76,0.0,0.0,75.0,0.0,49.0,13.0,0.0,13.0
2013,6,YV,Mesa Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",121.0,29.0,2.66,3.64,11.16,0.0,11.54,3.0,0.0,1892.0,84.0,695.0,385.0,0.0,728.0
2012,10,OO,SkyWest Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",270.0,83.0,21.27,0.0,17.46,0.0,44.26,3.0,0.0,5138.0,1202.0,0.0,575.0,0.0,3361.0
2006,1,NW,Northwest Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",284.0,48.0,30.79,0.0,11.83,0.0,5.38,0.0,1.0,2006.0,1472.0,0.0,327.0,0.0,207.0
2022,5,B6,JetBlue Airways,ACK,"Nantucket, MA: Nantucket Memorial",46.0,12.0,6.77,3.8,1.23,0.0,0.2,3.0,0.0,985.0,689.0,226.0,50.0,0.0,20.0
2005,8,HP,America West Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",58.0,13.0,4.49,0.0,4.11,0.0,4.4,0.0,0.0,495.0,215.0,0.0,106.0,0.0,174.0
2009,11,CO,Continental Air Lines Inc.,PDX,"Portland, OR: Portland International",148.0,12.0,6.16,0.0,2.68,0.0,3.16,0.0,0.0,808.0,286.0,0.0,142.0,0.0,380.0
2020,11,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",18.0,2.0,1.54,0.0,0.46,0.0,0.0,0.0,0.0,145.0,132.0,0.0,13.0,0.0,0.0
2022,4,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",125.0,28.0,12.38,0.0,5.53,0.0,10.08,11.0,0.0,1937.0,1061.0,0.0,278.0,0.0,598.0
2021,5,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,4,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",298.0,79.0,19.9,2.24,45.16,0.0,11.71,11.0,0.0,4154.0,1664.0,118.0,1641.0,0.0,731.0
2003,10,RU,ExpressJet Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,11,DL,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",46.0,3.0,0.9,0.0,2.1,0.0,0.0,0.0,0.0,160.0,113.0,0.0,47.0,0.0,0.0
2011,1,CO,Continental Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",44.0,17.0,0.32,0.0,4.92,0.0,11.76,1.0,0.0,815.0,9.0,0.0,242.0,0.0,564.0
2006,3,MQ,American Eagle Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",266.0,78.0,20.52,5.58,24.93,0.0,26.98,10.0,0.0,4255.0,726.0,717.0,934.0,0.0,1878.0
2010,5,AS,Alaska Airlines Inc.,MIA,"Miami, FL: Miami International",31.0,4.0,0.9,0.0,3.1,0.0,0.0,0.0,0.0,81.0,18.0,0.0,63.0,0.0,0.0
2021,10,G4,Allegiant Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",12.0,2.0,0.0,0.0,1.15,0.0,0.85,0.0,0.0,84.0,0.0,0.0,37.0,0.0,47.0
2007,11,EV,Atlantic Southeast Airlines,MDT,"Harrisburg, PA: Harrisburg International",188.0,53.0,36.57,4.83,10.24,0.0,1.36,1.0,0.0,2779.0,1940.0,508.0,271.0,0.0,60.0
2010,3,DL,Delta Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",27.0,4.0,3.56,0.0,0.16,0.0,0.28,0.0,0.0,336.0,288.0,0.0,18.0,0.0,30.0
2004,2,EV,Atlantic Southeast Airlines,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",112.0,20.0,6.47,6.75,3.87,0.0,2.91,3.0,0.0,950.0,320.0,347.0,98.0,0.0,185.0
2008,7,9E,Pinnacle Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",31.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,83.0,0.0,0.0,36.0,0.0,47.0
2010,10,YV,Mesa Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
2016,12,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",42.0,11.0,3.9,0.0,3.62,0.0,3.47,4.0,0.0,568.0,200.0,0.0,120.0,0.0,248.0
2004,9,HP,America West Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",266.0,30.0,17.14,0.0,9.31,0.0,3.56,5.0,0.0,1208.0,732.0,0.0,274.0,0.0,202.0
2021,6,OO,SkyWest Airlines Inc.,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",169.0,20.0,9.0,0.0,1.0,0.0,10.0,0.0,0.0,927.0,267.0,0.0,24.0,0.0,636.0
2007,12,OH,Comair Inc.,MDW,"Chicago, IL: Chicago Midway International",31.0,7.0,2.16,1.0,3.84,0.0,0.0,3.0,0.0,472.0,107.0,112.0,253.0,0.0,0.0
2009,12,EV,Atlantic Southeast Airlines,GRK,"Killeen, TX: Robert Gray AAF",53.0,8.0,0.29,0.0,5.62,0.0,2.09,0.0,1.0,624.0,39.0,0.0,267.0,0.0,318.0
2004,2,RU,ExpressJet Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",99.0,21.0,4.32,0.63,14.11,0.0,1.94,0.0,0.0,989.0,361.0,27.0,496.0,0.0,105.0
2018,5,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",656.0,81.0,30.13,4.68,15.86,0.0,30.33,0.0,3.0,4786.0,1788.0,687.0,645.0,0.0,1666.0
2006,2,MQ,American Eagle Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",380.0,95.0,36.92,2.69,23.95,0.0,31.44,8.0,0.0,4896.0,1771.0,227.0,1011.0,0.0,1887.0
2020,7,OO,SkyWest Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",503.0,39.0,26.0,1.0,0.0,0.0,12.0,1.0,0.0,2727.0,1772.0,241.0,0.0,0.0,714.0
2007,4,US,US Airways Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",161.0,28.0,11.3,0.0,7.78,0.0,8.92,2.0,1.0,1019.0,511.0,0.0,191.0,0.0,317.0
2012,8,F9,Frontier Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",31.0,8.0,2.35,0.0,5.12,0.0,0.53,0.0,0.0,280.0,51.0,0.0,206.0,0.0,23.0
2013,6,OO,SkyWest Airlines Inc.,LWS,"Lewiston, ID: Lewiston Nez Perce County",58.0,5.0,2.4,0.0,1.0,0.0,1.6,0.0,1.0,225.0,165.0,0.0,19.0,0.0,41.0
2017,2,OO,SkyWest Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,F9,Frontier Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",132.0,48.0,21.48,0.0,6.23,0.0,20.29,6.0,0.0,4467.0,1725.0,0.0,588.0,0.0,2154.0
2017,5,DL,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",358.0,53.0,20.97,2.74,11.55,0.0,17.74,0.0,0.0,3441.0,1633.0,183.0,629.0,0.0,996.0
2007,4,9E,Pinnacle Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",86.0,16.0,2.93,1.0,9.2,0.0,2.87,1.0,1.0,740.0,230.0,56.0,273.0,0.0,181.0
2011,12,US,US Airways Inc.,MCI,"Kansas City, MO: Kansas City International",203.0,24.0,9.78,0.0,9.64,0.42,4.17,0.0,0.0,723.0,310.0,0.0,257.0,11.0,145.0
2005,12,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",60.0,23.0,11.37,0.0,8.97,0.0,2.65,0.0,0.0,739.0,363.0,0.0,311.0,0.0,65.0
2010,10,YV,Mesa Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",124.0,25.0,0.0,0.0,9.02,0.0,15.98,0.0,0.0,1377.0,0.0,0.0,438.0,0.0,939.0
2018,9,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",60.0,5.0,0.43,1.0,1.4,0.0,2.16,0.0,0.0,163.0,10.0,82.0,24.0,0.0,47.0
2008,7,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",238.0,64.0,15.75,1.35,24.44,0.0,22.47,5.0,2.0,5073.0,1206.0,563.0,1511.0,0.0,1793.0
2003,7,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",476.0,85.0,40.16,9.03,13.92,0.0,21.88,2.0,1.0,4516.0,2041.0,419.0,763.0,0.0,1293.0
2022,1,OO,SkyWest Airlines Inc.,BIH,"Bishop, CA: Bishop Airport",77.0,22.0,17.0,0.0,1.0,0.0,4.0,4.0,0.0,1906.0,1690.0,0.0,32.0,0.0,184.0
2012,4,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",485.0,79.0,35.06,1.29,10.91,0.0,31.74,1.0,0.0,3277.0,1486.0,129.0,367.0,0.0,1295.0
2011,9,UA,United Air Lines Inc.,ONT,"Ontario, CA: Ontario International",51.0,6.0,1.0,0.0,1.28,0.0,3.72,0.0,0.0,274.0,24.0,0.0,36.0,0.0,214.0
2009,8,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",392.0,87.0,22.63,0.0,52.5,0.0,11.87,0.0,0.0,5191.0,1752.0,0.0,2565.0,0.0,874.0
2016,7,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",226.0,22.0,8.57,0.0,11.78,0.24,1.41,0.0,0.0,1212.0,796.0,0.0,349.0,12.0,55.0
2010,8,EV,Atlantic Southeast Airlines,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",378.0,63.0,36.46,0.9,11.75,0.0,13.89,2.0,2.0,3433.0,2153.0,107.0,386.0,0.0,787.0
2021,9,F9,Frontier Airlines Inc.,TUS,"Tucson, AZ: Tucson International",6.0,2.0,1.08,0.0,0.92,0.0,0.0,1.0,0.0,47.0,21.0,0.0,26.0,0.0,0.0
2006,11,YV,Mesa Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",116.0,38.0,12.0,2.0,2.0,0.0,22.0,11.0,1.0,3036.0,711.0,159.0,76.0,0.0,2090.0
2012,12,EV,ExpressJet Airlines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",124.0,21.0,12.21,0.0,1.9,0.0,6.89,0.0,1.0,990.0,582.0,0.0,77.0,0.0,331.0
2019,5,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",126.0,25.0,6.82,0.0,8.72,0.0,9.45,3.0,1.0,1730.0,270.0,0.0,499.0,0.0,961.0
2019,6,B6,JetBlue Airways,ROC,"Rochester, NY: Greater Rochester International",120.0,29.0,11.31,0.08,5.64,0.0,11.97,0.0,0.0,2258.0,666.0,8.0,351.0,0.0,1233.0
2007,6,FL,AirTran Airways Corporation,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",1308.0,433.0,68.0,6.07,176.05,0.0,182.88,16.0,4.0,27896.0,4635.0,467.0,8952.0,0.0,13842.0
2006,10,EV,Atlantic Southeast Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,0.0,0.0,0.0,0.0
2009,7,FL,AirTran Airways Corporation,PNS,"Pensacola, FL: Pensacola International",124.0,41.0,8.32,0.0,6.45,0.0,26.23,0.0,0.0,2895.0,377.0,0.0,359.0,0.0,2159.0
2004,8,EV,Atlantic Southeast Airlines,VLD,"Valdosta, GA: Valdosta Regional",120.0,20.0,5.62,4.32,7.65,0.0,2.41,1.0,0.0,847.0,218.0,297.0,233.0,0.0,99.0
2011,11,US,US Airways Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",122.0,7.0,3.56,0.0,2.61,0.0,0.83,0.0,0.0,253.0,158.0,0.0,64.0,0.0,31.0
2009,8,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",257.0,76.0,27.9,1.88,23.61,0.0,22.61,0.0,0.0,3692.0,1398.0,125.0,798.0,0.0,1371.0
2014,12,MQ,Envoy Air,RST,"Rochester, MN: Rochester International",109.0,17.0,5.28,2.87,6.21,0.0,2.65,8.0,2.0,598.0,205.0,151.0,171.0,0.0,71.0
2012,9,EV,ExpressJet Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",267.0,46.0,23.71,0.07,3.89,0.0,18.33,1.0,0.0,2842.0,1464.0,9.0,264.0,0.0,1105.0
2019,12,YV,Mesa Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",43.0,11.0,7.8,0.0,0.31,0.0,2.89,2.0,0.0,539.0,376.0,0.0,10.0,0.0,153.0
2008,11,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",71.0,15.0,4.22,0.17,7.95,0.0,2.66,0.0,0.0,689.0,233.0,5.0,283.0,0.0,168.0
2013,2,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",926.0,83.0,37.85,4.06,29.92,0.0,11.17,6.0,0.0,4347.0,2222.0,233.0,985.0,0.0,907.0
2004,12,NW,Northwest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",251.0,70.0,23.69,5.43,37.11,0.55,3.21,2.0,1.0,3010.0,1143.0,400.0,1241.0,36.0,190.0
2003,8,OO,SkyWest Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",396.0,33.0,13.0,4.0,3.0,0.0,13.0,2.0,1.0,1171.0,435.0,315.0,63.0,0.0,358.0
2011,12,XE,ExpressJet Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",301.0,67.0,27.7,1.42,15.83,0.0,22.05,2.0,1.0,4114.0,1509.0,125.0,642.0,0.0,1838.0
2007,3,YV,Mesa Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",217.0,64.0,28.0,2.0,7.0,1.0,26.0,14.0,0.0,4840.0,1898.0,314.0,188.0,48.0,2392.0
2010,9,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International",234.0,31.0,9.24,0.14,8.33,0.0,13.3,4.0,0.0,1420.0,490.0,9.0,237.0,0.0,684.0
2008,5,XE,ExpressJet Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",286.0,60.0,12.04,0.0,18.9,0.0,29.06,0.0,0.0,2744.0,896.0,0.0,508.0,0.0,1340.0
2009,7,YV,Mesa Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",247.0,77.0,50.0,0.0,26.0,1.0,0.0,0.0,1.0,4115.0,3506.0,0.0,568.0,41.0,0.0
2010,7,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",273.0,83.0,25.95,4.16,32.93,0.0,19.96,3.0,1.0,4028.0,1247.0,252.0,1165.0,0.0,1364.0
2003,10,TZ,ATA Airlines d/b/a ATA,PHL,"Philadelphia, PA: Philadelphia International",112.0,14.0,4.07,0.0,9.68,0.0,0.25,1.0,0.0,526.0,178.0,0.0,325.0,0.0,23.0
2004,12,DL,Delta Air Lines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",60.0,12.0,3.01,0.0,2.24,0.0,6.75,0.0,0.0,597.0,185.0,0.0,56.0,0.0,356.0
2019,12,OO,SkyWest Airlines Inc.,IDA,"Idaho Falls, ID: Idaho Falls Regional",129.0,22.0,10.43,2.42,1.81,0.0,7.34,1.0,0.0,1160.0,622.0,69.0,82.0,0.0,387.0
2018,3,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",174.0,49.0,18.52,2.0,25.16,0.41,2.91,8.0,0.0,1986.0,914.0,69.0,875.0,15.0,113.0
2014,7,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3313.0,931.0,260.06,43.26,207.7,0.0,419.97,32.0,16.0,59733.0,17226.0,2574.0,9218.0,0.0,30715.0
2007,3,OH,Comair Inc.,SAT,"San Antonio, TX: San Antonio International",57.0,21.0,9.72,1.89,7.5,0.0,1.89,0.0,0.0,866.0,379.0,138.0,279.0,0.0,70.0
2010,2,CO,Continental Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",417.0,67.0,23.68,5.25,26.35,0.0,11.71,14.0,1.0,3395.0,1386.0,589.0,721.0,0.0,699.0
2013,8,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",93.0,11.0,2.0,0.0,8.05,0.0,0.95,1.0,1.0,299.0,64.0,0.0,181.0,0.0,54.0
2004,2,WN,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",389.0,60.0,13.34,0.0,11.21,0.0,35.45,4.0,0.0,2899.0,476.0,0.0,253.0,0.0,2170.0
2013,6,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",42.0,5.0,2.33,0.0,1.24,0.0,1.43,0.0,0.0,168.0,82.0,0.0,35.0,0.0,51.0
2013,9,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",139.0,12.0,6.86,0.0,4.14,0.0,1.0,0.0,0.0,517.0,341.0,0.0,113.0,0.0,63.0
2019,1,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",80.0,15.0,12.98,0.0,0.0,1.0,1.02,0.0,0.0,544.0,431.0,0.0,0.0,67.0,46.0
2010,9,UA,United Air Lines Inc.,PDX,"Portland, OR: Portland International",358.0,45.0,12.38,0.99,10.61,0.0,21.02,0.0,1.0,2324.0,715.0,74.0,401.0,0.0,1134.0
2006,7,XE,ExpressJet Airlines Inc.,BDL,"Hartford, CT: Bradley International",193.0,56.0,10.91,2.28,17.35,0.0,25.47,7.0,0.0,3947.0,636.0,225.0,1056.0,0.0,2030.0
2003,7,DH,Atlantic Coast Airlines,AUS,"Austin, TX: Austin - Bergstrom International",62.0,17.0,6.13,4.44,3.66,0.0,2.77,4.0,0.0,1083.0,537.0,217.0,168.0,0.0,161.0
2007,10,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.0,12.0,1.0,1.68,6.45,0.0,2.87,0.0,0.0,713.0,22.0,175.0,386.0,0.0,130.0
2010,5,US,US Airways Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",139.0,18.0,9.28,0.13,4.78,0.0,3.81,0.0,0.0,781.0,395.0,12.0,216.0,0.0,158.0
2012,6,EV,ExpressJet Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",181.0,39.0,14.91,1.0,2.76,0.0,20.32,6.0,0.0,2266.0,953.0,148.0,93.0,0.0,1072.0
2021,7,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",544.0,151.0,48.16,4.43,36.85,0.71,60.86,22.0,1.0,9754.0,3136.0,376.0,1283.0,33.0,4926.0
2008,12,9E,Pinnacle Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",44.0,22.0,4.3,0.0,15.72,0.0,1.98,5.0,0.0,1970.0,421.0,0.0,1292.0,0.0,257.0
2004,2,US,US Airways Inc.,TPA,"Tampa, FL: Tampa International",650.0,140.0,32.87,1.66,61.0,0.0,44.47,0.0,0.0,5993.0,1116.0,166.0,2253.0,0.0,2458.0
2016,5,EV,ExpressJet Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",365.0,62.0,17.12,0.54,20.73,0.0,23.6,6.0,1.0,4854.0,2474.0,33.0,814.0,0.0,1533.0
2007,5,AA,American Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",101.0,28.0,6.28,2.49,9.71,0.0,9.52,4.0,0.0,2041.0,481.0,203.0,705.0,0.0,652.0
2004,6,RU,ExpressJet Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",217.0,59.0,8.35,3.59,38.57,0.0,8.49,4.0,0.0,3393.0,416.0,511.0,1891.0,0.0,575.0
2005,1,NW,Northwest Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",186.0,60.0,20.84,1.22,34.11,0.0,3.83,2.0,0.0,2233.0,990.0,69.0,1038.0,0.0,136.0
2019,2,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",624.0,142.0,65.61,3.16,26.74,0.0,46.49,33.0,0.0,10438.0,5322.0,292.0,1667.0,0.0,3157.0
2009,4,EV,Atlantic Southeast Airlines,OMA,"Omaha, NE: Eppley Airfield",150.0,27.0,6.49,3.0,6.81,0.0,10.69,9.0,0.0,2220.0,249.0,600.0,516.0,0.0,855.0
2010,12,US,US Airways Inc.,ROC,"Rochester, NY: Greater Rochester International",31.0,6.0,1.59,0.0,2.02,0.0,2.38,0.0,0.0,322.0,73.0,0.0,83.0,0.0,166.0
2016,2,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",208.0,31.0,15.36,1.18,9.3,0.0,5.16,0.0,0.0,2475.0,1518.0,440.0,345.0,0.0,172.0
2011,10,DL,Delta Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",31.0,12.0,6.9,0.0,5.1,0.0,0.0,0.0,0.0,807.0,715.0,0.0,92.0,0.0,0.0
2005,12,CO,Continental Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",14.0,4.0,2.68,0.2,1.11,0.0,0.0,0.0,0.0,248.0,183.0,12.0,53.0,0.0,0.0
2011,11,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",487.0,59.0,16.21,0.0,7.43,1.1,34.26,1.0,0.0,2733.0,691.0,0.0,220.0,34.0,1788.0
2019,6,YX,Republic Airline,BGR,"Bangor, ME: Bangor International",29.0,3.0,0.5,0.01,0.5,0.0,1.99,1.0,0.0,205.0,8.0,2.0,8.0,0.0,187.0
2019,3,YV,Mesa Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",25.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,189.0,189.0,0.0,0.0,0.0,0.0
2004,4,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13257.0,1542.0,281.74,142.58,714.28,4.84,398.56,76.0,14.0,74342.0,21861.0,7455.0,22768.0,320.0,21938.0
2018,11,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",302.0,69.0,30.29,0.0,17.46,0.0,21.25,2.0,0.0,4072.0,2096.0,0.0,452.0,0.0,1524.0
2014,2,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",111.0,24.0,13.28,0.21,6.08,0.0,4.43,7.0,0.0,1044.0,629.0,5.0,264.0,0.0,146.0
2010,5,YV,Mesa Airlines Inc.,BOS,"Boston, MA: Logan International",28.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,616.0,616.0,0.0,0.0,0.0,0.0
2003,12,RU,ExpressJet Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",182.0,50.0,14.47,3.03,26.05,0.0,6.44,5.0,0.0,2293.0,1053.0,169.0,834.0,0.0,237.0
2016,9,DL,Delta Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",31.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,112.0,56.0,0.0,56.0,0.0,0.0
2016,9,EV,ExpressJet Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",133.0,26.0,8.84,0.43,6.9,0.0,9.82,2.0,0.0,1189.0,409.0,9.0,239.0,0.0,532.0
2005,9,NW,Northwest Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",89.0,49.0,24.65,1.29,18.94,0.0,4.12,0.0,0.0,2226.0,1369.0,110.0,613.0,0.0,134.0
2007,1,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",209.0,39.0,12.44,0.0,20.52,0.0,6.04,0.0,0.0,1529.0,441.0,0.0,835.0,0.0,253.0
2014,6,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",512.0,178.0,63.26,4.52,16.8,0.0,93.42,1.0,0.0,10150.0,3023.0,597.0,607.0,0.0,5923.0
2010,5,F9,Frontier Airlines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",17.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0
2010,8,CO,Continental Air Lines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",30.0,7.0,5.6,0.0,0.14,0.0,1.27,0.0,0.0,359.0,247.0,0.0,15.0,0.0,97.0
2015,1,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",36.0,6.0,2.85,0.18,1.18,0.0,1.79,0.0,0.0,277.0,132.0,5.0,64.0,0.0,76.0
2010,5,9E,Pinnacle Airlines Inc.,MEM,"Memphis, TN: Memphis International",3086.0,526.0,128.29,19.31,194.11,1.6,182.7,44.0,20.0,27708.0,7943.0,1423.0,6893.0,26.0,11423.0
2013,5,DL,Delta Air Lines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",31.0,6.0,4.0,0.03,1.03,0.0,0.94,0.0,0.0,297.0,209.0,2.0,21.0,0.0,65.0
